"Intrinsic name"                                ,"Technology" ,"Header"                   ,"Function prototype"
"_mm256_fmsub_pd"                               ,"FMA"        ,"immintrin.h"              ,"__m256d _mm256_fmsub_pd (__m256d, __m256d, __m256d);"
"_mm256_fmsub_ps"                               ,"FMA"        ,"immintrin.h"              ,"__m256 _mm256_fmsub_ps (__m256, __m256, __m256);"
"_mm256_fmsubadd_pd"                            ,"FMA"        ,"immintrin.h"              ,"__m256d _mm256_fmsubadd_pd (__m256d, __m256d, __m256d);"
"_mm256_fmsubadd_ps"                            ,"FMA"        ,"immintrin.h"              ,"__m256 _mm256_fmsubadd_ps (__m256, __m256, __m256);"
"_mm256_fnmadd_pd"                              ,"FMA"        ,"immintrin.h"              ,"__m256d _mm256_fnmadd_pd (__m256d, __m256d, __m256d);"
"_mm256_fnmadd_ps"                              ,"FMA"        ,"immintrin.h"              ,"__m256 _mm256_fnmadd_ps (__m256, __m256, __m256);"
"_mm256_fnmsub_pd"                              ,"FMA"        ,"immintrin.h"              ,"__m256d _mm256_fnmsub_pd (__m256d, __m256d, __m256d);"
"_mm256_fnmsub_ps"                              ,"FMA"        ,"immintrin.h"              ,"__m256 _mm256_fnmsub_ps (__m256, __m256, __m256);"
"_mm256_frcz_pd"                                ,"XOP"        ,"ammintrin.h"              ,"__m256d _mm256_frcz_pd(__m256d);"
"_mm256_frcz_ps"                                ,"XOP"        ,"ammintrin.h"              ,"__m256 _mm256_frcz_ps(__m256);"
"_mm256_hadd_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_hadd_epi16(__m256i, __m256i);"
"_mm256_hadd_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_hadd_epi32(__m256i, __m256i);"
"_mm256_hadd_pd"                                ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_hadd_pd(__m256d, __m256d);"
"_mm256_hadd_ps"                                ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_hadd_ps(__m256, __m256);"
"_mm256_hadds_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_hadds_epi16(__m256i, __m256i);"
"_mm256_hsub_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_hsub_epi16(__m256i, __m256i);"
"_mm256_hsub_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_hsub_epi32(__m256i, __m256i);"
"_mm256_hsub_pd"                                ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_hsub_pd(__m256d, __m256d);"
"_mm256_hsub_ps"                                ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_hsub_ps(__m256, __m256);"
"_mm256_hsubs_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_hsubs_epi16(__m256i, __m256i);"
"_mm256_i32gather_epi32"                        ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_i32gather_epi32(int const *, __m256i, const int);"
"_mm256_i32gather_epi64"                        ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_i32gather_epi64(__int64 const *, __m128i, const int);"
"_mm256_i32gather_pd"                           ,"AVX2"       ,"immintrin.h"              ,"__m256d _mm256_i32gather_pd(double const *, __m128i, const int);"
"_mm256_i32gather_ps"                           ,"AVX2"       ,"immintrin.h"              ,"__m256 _mm256_i32gather_ps(float const *, __m256i, const int);"
"_mm256_i64gather_epi32"                        ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_i64gather_epi32(int const *, __m256i, const int);"
"_mm256_i64gather_epi64"                        ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_i64gather_epi64(__int64 const *, __m256i, const int);"
"_mm256_i64gather_pd"                           ,"AVX2"       ,"immintrin.h"              ,"__m256d _mm256_i64gather_pd(double const *, __m256i, const int);"
"_mm256_i64gather_ps"                           ,"AVX2"       ,"immintrin.h"              ,"__m128 _mm256_i64gather_ps(float const *, __m256i, const int);"
"_mm256_insertf128_pd"                          ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_insertf128_pd(__m256d, __m128d, int);"
"_mm256_insertf128_ps"                          ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_insertf128_ps(__m256, __m128, int);"
"_mm256_insertf128_si256"                       ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_insertf128_si256(__m256i, __m128i, int);"
"_mm256_inserti128_si256"                       ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_inserti128_si256(__m256i, __m128i, int);"
"_mm256_lddqu_si256"                            ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_lddqu_si256(__m256i *);"
"_mm256_load_pd"                                ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_load_pd(double const *);"
"_mm256_load_ps"                                ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_load_ps(float const *);"
"_mm256_load_si256"                             ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_load_si256(__m256i *);"
"_mm256_loadu_pd"                               ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_loadu_pd(double const *);"
"_mm256_loadu_ps"                               ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_loadu_ps(float const *);"
"_mm256_loadu_si256"                            ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_loadu_si256(__m256i *);"
"_mm256_macc_pd"                                ,"FMA4"       ,"ammintrin.h"              ,"__m256d _mm_macc_pd(__m256d, __m256d, __m256d);"
"_mm256_macc_ps"                                ,"FMA4"       ,"ammintrin.h"              ,"__m256 _mm_macc_ps(__m256, __m256, __m256);"
"_mm256_madd_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_madd_epi16(__m256i, __m256i);"
"_mm256_maddsub_pd"                             ,"FMA4"       ,"ammintrin.h"              ,"__m256d _mm_maddsub_pd(__m256d, __m256d, __m256d);"
"_mm256_maddsub_ps"                             ,"FMA4"       ,"ammintrin.h"              ,"__m256 _mm_maddsub_ps(__m256, __m256, __m256);"
"_mm256_maddubs_epi16"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_maddubs_epi16(__m256i, __m256i);"
"_mm256_mask_i32gather_epi32"                   ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mask_i32gather_epi32(__m256i, int const *, __m256i, __m256i, const int);"
"_mm256_mask_i32gather_epi64"                   ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mask_i32gather_epi64(__m256i, __int64 const *, __m128i, __m256i, const int);"
"_mm256_mask_i32gather_pd"                      ,"AVX2"       ,"immintrin.h"              ,"__m256d _mm256_mask_i32gather_pd(__m256d, double const *, __m128i, __m256d, const int);"
"_mm256_mask_i32gather_ps"                      ,"AVX2"       ,"immintrin.h"              ,"__m256 _mm256_mask_i32gather_ps(__m256, float const *, __m256i, __m256, const int);"
"_mm256_mask_i64gather_epi32"                   ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm256_mask_i64gather_epi32(__m128i, int const *, __m256i, __m128i, const int);"
"_mm256_mask_i64gather_epi64"                   ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mask_i64gather_epi64(__m256i, __int64 const *, __m256i, __m256i, const int);"
"_mm256_mask_i64gather_pd"                      ,"AVX2"       ,"immintrin.h"              ,"__m256d _mm256_mask_i64gather_pd(__m256d, double const *, __m256i, __m256d, const int);"
"_mm256_mask_i64gather_ps"                      ,"AVX2"       ,"immintrin.h"              ,"__m128 _mm256_mask_i64gather_ps(__m128, float const *, __m256i, __m128, const int);"
"_mm256_maskload_epi32"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_maskload_epi32(int const *, __m256i);"
"_mm256_maskload_epi64"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_maskload_epi64(__int64 const *, __m256i);"
"_mm256_maskload_pd"                            ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_maskload_pd(double const *, __m256i);"
"_mm256_maskload_ps"                            ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_maskload_ps(float const *, __m256i);"
"_mm256_maskstore_epi32"                        ,"AVX2"       ,"immintrin.h"              ,"void _mm256_maskstore_epi32(int *, __m256i, __m256i);"
"_mm256_maskstore_epi64"                        ,"AVX2"       ,"immintrin.h"              ,"void _mm256_maskstore_epi64(__int64 *, __m256i, __m256i);"
"_mm256_maskstore_pd"                           ,"AVX"        ,"immintrin.h"              ,"void _mm256_maskstore_pd(double *, __m256i, __m256d);"
"_mm256_maskstore_ps"                           ,"AVX"        ,"immintrin.h"              ,"void _mm256_maskstore_ps(float *, __m256i, __m256);"
"_mm256_max_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_max_epi16(__m256i, __m256i);"
"_mm256_max_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_max_epi32(__m256i, __m256i);"
"_mm256_max_epi8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_max_epi8(__m256i, __m256i);"
"_mm256_max_epu16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_max_epu16(__m256i, __m256i);"
"_mm256_max_epu32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_max_epu32(__m256i, __m256i);"
"_mm256_max_epu8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_max_epu8(__m256i, __m256i);"
"_mm256_max_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_max_pd(__m256d, __m256d);"
"_mm256_max_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_max_ps(__m256, __m256);"
"_mm256_min_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_min_epi16(__m256i, __m256i);"
"_mm256_min_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_min_epi32(__m256i, __m256i);"
"_mm256_min_epi8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_min_epi8(__m256i, __m256i);"
"_mm256_min_epu16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_min_epu16(__m256i, __m256i);"
"_mm256_min_epu32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_min_epu32(__m256i, __m256i);"
"_mm256_min_epu8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_min_epu8(__m256i, __m256i);"
"_mm256_min_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_min_pd(__m256d, __m256d);"
"_mm256_min_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_min_ps(__m256, __m256);"
"_mm256_movedup_pd"                             ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_movedup_pd(__m256d);"
"_mm256_movehdup_ps"                            ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_movehdup_ps(__m256);"
"_mm256_moveldup_ps"                            ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_moveldup_ps(__m256);"
"_mm256_movemask_epi8"                          ,"AVX2"       ,"immintrin.h"              ,"int _mm256_movemask_epi8(__m256i);"
"_mm256_movemask_pd"                            ,"AVX"        ,"immintrin.h"              ,"int _mm256_movemask_pd(__m256d);"
"_mm256_movemask_ps"                            ,"AVX"        ,"immintrin.h"              ,"int _mm256_movemask_ps(__m256);"
"_mm256_mpsadbw_epu8"                           ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mpsadbw_epu8(__m256i, __m256i, const int);"
"_mm256_msub_pd"                                ,"FMA4"       ,"ammintrin.h"              ,"__m256d _mm_msub_pd(__m256d, __m256d, __m256d);"
"_mm256_msub_ps"                                ,"FMA4"       ,"ammintrin.h"              ,"__m256 _mm_msub_ps(__m256, __m256, __m256);"
"_mm256_msubadd_pd"                             ,"FMA4"       ,"ammintrin.h"              ,"__m256d _mm_msubadd_pd(__m256d, __m256d, __m256d);"
"_mm256_msubadd_ps"                             ,"FMA4"       ,"ammintrin.h"              ,"__m256 _mm_msubadd_ps(__m256, __m256, __m256);"
"_mm256_mul_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mul_epi32(__m256i, __m256i);"
"_mm256_mul_epu32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mul_epu32(__m256i, __m256i);"
"_mm256_mul_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_mul_pd(__m256d, __m256d);"
"_mm256_mul_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_mul_ps(__m256, __m256);"
"_mm256_mulhi_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mulhi_epi16(__m256i, __m256i);"
"_mm256_mulhi_epu16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mulhi_epu16(__m256i, __m256i);"
"_mm256_mulhrs_epi16"                           ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mulhrs_epi16(__m256i, __m256i);"
"_mm256_mullo_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mullo_epi16(__m256i, __m256i);"
"_mm256_mullo_epi32"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_mullo_epi32(__m256i, __m256i);"
"_mm256_nmacc_pd"                               ,"FMA4"       ,"ammintrin.h"              ,"__m256d _mm_nmacc_pd(__m256d, __m256d, __m256d);"
"_mm256_nmacc_ps"                               ,"FMA4"       ,"ammintrin.h"              ,"__m256 _mm_nmacc_ps(__m256, __m256, __m256);"
"_mm256_nmsub_pd"                               ,"FMA4"       ,"ammintrin.h"              ,"__m256d _mm_nmsub_pd(__m256d, __m256d, __m256d);"
"_mm256_nmsub_ps"                               ,"FMA4"       ,"ammintrin.h"              ,"__m256 _mm_nmsub_ps(__m256, __m256, __m256);"
"_mm256_or_pd"                                  ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_or_pd(__m256d, __m256d);"
"_mm256_or_ps"                                  ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_or_ps(__m256, __m256);"
"_mm256_or_si256"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_or_si256(__m256i, __m256i);"
"_mm256_packs_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_packs_epi16(__m256i, __m256i);"
"_mm256_packs_epi32"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_packs_epi32(__m256i, __m256i);"
"_mm256_packus_epi16"                           ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_packus_epi16(__m256i, __m256i);"
"_mm256_packus_epi32"                           ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_packus_epi32(__m256i, __m256i);"
"_mm256_permute_pd"                             ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_permute_pd(__m256d, int);"
"_mm256_permute_ps"                             ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_permute_ps(__m256, int);"
"_mm256_permute2_pd"                            ,"XOP"        ,"ammintrin.h"              ,"__m256d _mm256_permute2_pd(__m256d, __m256d, __m256i, int);"
"_mm256_permute2_ps"                            ,"XOP"        ,"ammintrin.h"              ,"__m256 _mm256_permute2_ps(__m256, __m256, __m256i, int);"
"_mm256_permute2f128_pd"                        ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_permute2f128_pd(__m256d, __m256d, int);"
"_mm256_permute2f128_ps"                        ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_permute2f128_ps(__m256, __m256, int);"
"_mm256_permute2f128_si256"                     ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_permute2f128_si256(__m256i, __m256i, int);"
"_mm256_permute2x128_si256"                     ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_permute2x128_si256(__m256i, __m256i, const int);"
"_mm256_permute4x64_epi64"                      ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_permute4x64_epi64 (__m256i, const int);"
"_mm256_permute4x64_pd"                         ,"AVX2"       ,"immintrin.h"              ,"__m256d _mm256_permute4x64_pd(__m256d, const int);"
"_mm256_permutevar_pd"                          ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_permutevar_pd(__m256d, __m256i);"
"_mm256_permutevar_ps"                          ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_permutevar_ps(__m256, __m256i);"
"_mm256_permutevar8x32_epi32"                   ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_permutevar8x32_epi32(__m256i, __m256i);"
"_mm256_permutevar8x32_ps"                      ,"AVX2"       ,"immintrin.h"              ,"__m256 _mm256_permutevar8x32_ps (__m256, __m256i);"
"_mm256_rcp_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_rcp_ps(__m256);"
"_mm256_round_pd"                               ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_round_pd(__m256d, int);"
"_mm256_round_ps"                               ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_round_ps(__m256, int);"
"_mm256_rsqrt_ps"                               ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_rsqrt_ps(__m256);"
"_mm256_sad_epu8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sad_epu8(__m256i, __m256i);"
"_mm256_set_epi16"                              ,"AVX"        ,"immintrin.h"              ,"(__m256i _mm256_set_epi16(short, short, short, short, short, short, short, short, short, short, short, short, short, short, short, short);"
"_mm256_set_epi32"                              ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_set_epi32(int, int, int, int, int, int, int, int);"
"_mm256_set_epi64x"                             ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_set_epi64x(long long, long long, long long, long long);"
"_mm256_set_epi8"                               ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_set_epi8(char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char);"
"_mm256_set_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_set_pd(double, double, double, double);"
"_mm256_set_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_set_ps(float, float, float, float, float, float, float, float);"
"_mm256_set1_epi16"                             ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_set1_epi16(short);"
"_mm256_set1_epi32"                             ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_set1_epi32(int);"
"_mm256_set1_epi64x"                            ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_set1_epi64x(long long);"
"_mm256_set1_epi8"                              ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_set1_epi8(char);"
"_mm256_set1_pd"                                ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_set1_pd(double);"
"_mm256_set1_ps"                                ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_set1_ps(float);"
"_mm256_setr_epi16"                             ,"AVX"        ,"immintrin.h"              ,"(__m256i _mm256_setr_epi16(short, short, short, short, short, short, short, short, short, short, short, short, short, short, short, short);"
"_mm256_setr_epi32"                             ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_setr_epi32(int, int, int, int, int, int, int, int);"
"_mm256_setr_epi64x"                            ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_setr_epi64x(long long, long long, long long, long long);"
"_mm256_setr_epi8"                              ,"AVX"        ,"immintrin.h"              ,"(__m256i _mm256_setr_epi8(char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char);"
"_mm256_setr_pd"                                ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_setr_pd(double, double, double, double);"
"_mm256_setr_ps"                                ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_setr_ps(float, float, float, float, float, float, float, float);"
"_mm256_setzero_pd"                             ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_setzero_pd(void);"
"_mm256_setzero_ps"                             ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_setzero_ps(void);"
"_mm256_setzero_si256"                          ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_setzero_si256(void);"
"_mm256_shuffle_epi32"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_shuffle_epi32(__m256i, const int);"
"_mm256_shuffle_epi8"                           ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_shuffle_epi8(__m256i, __m256i);"
"_mm256_shuffle_pd"                             ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_shuffle_pd(__m256d, __m256d, const int);"
"_mm256_shuffle_ps"                             ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_shuffle_ps(__m256, __m256, const int);"
"_mm256_shufflehi_epi16"                        ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_shufflehi_epi16(__m256i, const int);"
"_mm256_shufflelo_epi16"                        ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_shufflelo_epi16(__m256i, const int);"
"_mm256_sign_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sign_epi16(__m256i, __m256i);"
"_mm256_sign_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sign_epi32(__m256i, __m256i);"
"_mm256_sign_epi8"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sign_epi8(__m256i, __m256i);"
"_mm256_sll_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sll_epi16(__m256i, __m128i);"
"_mm256_sll_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sll_epi32(__m256i, __m128i);"
"_mm256_sll_epi64"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sll_epi64(__m256i, __m128i);"
"_mm256_slli_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_slli_epi16(__m256i, int);"
"_mm256_slli_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_slli_epi32(__m256i, int);"
"_mm256_slli_epi64"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_slli_epi64(__m256i, int);"
"_mm256_slli_si256"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_slli_si256(__m256i, int);"
"_mm256_sllv_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sllv_epi32(__m256i, __m256i);"
"_mm256_sllv_epi64"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sllv_epi64(__m256i, __m256i);"
"_mm256_sqrt_pd"                                ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_sqrt_pd(__m256d);"
"_mm256_sqrt_ps"                                ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_sqrt_ps(__m256);"
"_mm256_sra_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sra_epi16(__m256i, __m128i);"
"_mm256_sra_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sra_epi32(__m256i, __m128i);"
"_mm256_srai_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srai_epi16(__m256i, int);"
"_mm256_srai_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srai_epi32(__m256i, int);"
"_mm256_srav_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srav_epi32(__m256i, __m256i);"
"_mm256_srl_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srl_epi16(__m256i, __m128i);"
"_mm256_srl_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srl_epi32(__m256i, __m128i);"
"_mm256_srl_epi64"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srl_epi64(__m256i, __m128i);"
"_mm256_srli_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srli_epi16(__m256i, int);"
"_mm256_srli_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srli_epi32(__m256i, int);"
"_mm256_srli_epi64"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srli_epi64(__m256i, int);"
"_mm256_srli_si256"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srli_si256(__m256i, int);"
"_mm256_srlv_epi32"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srlv_epi32(__m256i, __m256i);"
"_mm256_srlv_epi64"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_srlv_epi64(__m256i, __m256i);"
"_mm256_store_pd"                               ,"AVX"        ,"immintrin.h"              ,"void _mm256_store_pd(double *, __m256d);"
"_mm256_store_ps"                               ,"AVX"        ,"immintrin.h"              ,"void _mm256_store_ps(float *, __m256);"
"_mm256_store_si256"                            ,"AVX"        ,"immintrin.h"              ,"void _mm256_store_si256(__m256i *, __m256i);"
"_mm256_storeu_pd"                              ,"AVX"        ,"immintrin.h"              ,"void _mm256_storeu_pd(double *, __m256d);"
"_mm256_storeu_ps"                              ,"AVX"        ,"immintrin.h"              ,"void _mm256_storeu_ps(float *, __m256);"
"_mm256_storeu_si256"                           ,"AVX"        ,"immintrin.h"              ,"void _mm256_storeu_si256(__m256i *, __m256i);"
"_mm256_stream_load_si256"                      ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_stream_load_si256(__m256i const *);"
"_mm256_stream_pd"                              ,"AVX"        ,"immintrin.h"              ,"void __mm256_stream_pd(double *, __m256d);"
"_mm256_stream_ps"                              ,"AVX"        ,"immintrin.h"              ,"void _mm256_stream_ps(float *, __m256);"
"_mm256_stream_si256"                           ,"AVX"        ,"immintrin.h"              ,"void __mm256_stream_si256(__m256i *, __m256i);"
"_mm256_sub_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sub_epi16(__m256i, __m256i);"
"_mm256_sub_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sub_epi32(__m256i, __m256i);"
"_mm256_sub_epi64"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sub_epi64(__m256i, __m256i);"
"_mm256_sub_epi8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_sub_epi8(__m256i, __m256i);"
"_mm256_sub_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_sub_pd(__m256d, __m256d);"
"_mm256_sub_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_sub_ps(__m256, __m256);"
"_mm256_subs_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_subs_epi16(__m256i, __m256i);"
"_mm256_subs_epi8"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_subs_epi8(__m256i, __m256i);"
"_mm256_subs_epu16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_subs_epu16(__m256i, __m256i);"
"_mm256_subs_epu8"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_subs_epu8(__m256i, __m256i);"
"_mm256_testc_pd"                               ,"AVX"        ,"immintrin.h"              ,"int _mm256_testc_pd(__m256d, __m256d);"
"_mm256_testc_ps"                               ,"AVX"        ,"immintrin.h"              ,"int _mm256_testc_ps(__m256, __m256);"
"_mm256_testc_si256"                            ,"AVX"        ,"immintrin.h"              ,"int _mm256_testc_si256(__m256i, __m256i);"
"_mm256_testnzc_pd"                             ,"AVX"        ,"immintrin.h"              ,"int _mm256_testnzc_pd(__m256d, __m256d);"
"_mm256_testnzc_ps"                             ,"AVX"        ,"immintrin.h"              ,"int _mm256_testnzc_ps(__m256, __m256);"
"_mm256_testnzc_si256"                          ,"AVX"        ,"immintrin.h"              ,"int _mm256_testnzc_si256(__m256i, __m256i);"
